review_id,product_id,user_id,rating,review_text,review_date
R00812,SP001,U000223,1,카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다. 지문 인식 오류가 잦아 비밀번호 입력보다 더 번거롭게 느껴집니다.,2024-07-06
R00077,SP001,U000007,4,카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다. 스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다.,2024-07-20
R00637,SP001,U000213,1,제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다. 무선 충전 중 발열이 심해 기기 안전이 우려됩니다.,2025-02-18
R00974,SP001,U000312,2,외관 마감이 불량해 몇 주 만에 멍이나 스크래치가 생겼습니다. 카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다. 소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다.,2024-06-27
R00939,SP001,U000198,2,내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다. 소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다.,2025-05-24
R00900,SP001,U000401,1,외관 마감이 불량해 몇 주 만에 멍이나 스크래치가 생겼습니다. 내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다. 소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다.,2024-10-10
R00281,SP001,U000083,5,디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다. 카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다. 성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다. 스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다.,2024-06-13
R00884,SP001,U000262,2,소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다. 지문 인식 오류가 잦아 비밀번호 입력보다 더 번거롭게 느껴집니다. 제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다. 배터리 소모가 너무 빨라 하루 종일 사용하기 어려웠습니다.,2025-05-06
R00762,SP001,U000162,1,앱 전환 시 잦은 렉 현상이 발생해 작업 효율이 떨어집니다. 제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다.,2024-08-26
R00320,SP001,U000006,5,지문 인식 속도가 매우 빨라 잠금 해제 시간이 거의 느껴지지 않습니다. 카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다. 디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다.,2025-01-25
R00550,SP001,U000163,2,소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다. 무선 충전 중 발열이 심해 기기 안전이 우려됩니다.,2024-06-25
R00175,SP001,U000496,5,배터리 사용 시간이 하루 종일 거뜬해서 외출 시 충전 걱정이 없습니다. 무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다. 스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다. 카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다.,2025-05-26
R00372,SP001,U000473,4,지문 인식 속도가 매우 빨라 잠금 해제 시간이 거의 느껴지지 않습니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다.,2024-10-22
R00528,SP001,U000448,2,내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다. 제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다. 디스플레이 색상이 부자연스러워 영상 감상이 불편합니다. 무선 충전 중 발열이 심해 기기 안전이 우려됩니다.,2025-05-27
R00211,SP001,U000107,5,무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다. 카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다. 디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다.,2024-11-11
R00236,SP001,U000031,4,스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다. 카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다. 디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다.,2025-02-21
R00102,SP001,U000027,4,카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다. 디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다.,2025-02-27
R00987,SP001,U000005,2,디스플레이 색상이 부자연스러워 영상 감상이 불편합니다. 외관 마감이 불량해 몇 주 만에 멍이나 스크래치가 생겼습니다. 배터리 소모가 너무 빨라 하루 종일 사용하기 어려웠습니다.,2024-12-07
R00903,SP001,U000250,2,디스플레이 색상이 부자연스러워 영상 감상이 불편합니다. 지문 인식 오류가 잦아 비밀번호 입력보다 더 번거롭게 느껴집니다. 카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다.,2025-01-28
R00948,SP001,U000344,1,제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다. 소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다. 무선 충전 중 발열이 심해 기기 안전이 우려됩니다.,2024-09-01
R00347,SP001,U000476,5,카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다. 스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다.,2024-11-17
R00140,SP001,U000450,5,성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다. 무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다.,2025-05-10
R00622,SP001,U000480,2,제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다. 내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다. 앱 전환 시 잦은 렉 현상이 발생해 작업 효율이 떨어집니다. 소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다.,2025-01-22
R00500,SP001,U000279,5,성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다. 디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다. 무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다.,2025-05-16
R00371,SP001,U000100,5,디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다. 배터리 사용 시간이 하루 종일 거뜬해서 외출 시 충전 걱정이 없습니다. 내구성이 좋아 떨어뜨렸음에도 스크래치 하나 없이 견고합니다. 무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다.,2025-05-13
R00199,SP001,U000113,4,디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다. 카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다.,2025-06-04
R00688,SP001,U000071,2,소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다. 내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다. 배터리 소모가 너무 빨라 하루 종일 사용하기 어려웠습니다.,2025-02-08
R00585,SP001,U000099,1,소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다. 무선 충전 중 발열이 심해 기기 안전이 우려됩니다.,2024-10-30
R00902,SP001,U000236,1,내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다. 디스플레이 색상이 부자연스러워 영상 감상이 불편합니다. 카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다.,2024-07-17
R00060,SP001,U000197,4,디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다. 내구성이 좋아 떨어뜨렸음에도 스크래치 하나 없이 견고합니다. 무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다.,2024-07-05
R00329,SP001,U000363,5,스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다. 지문 인식 속도가 매우 빨라 잠금 해제 시간이 거의 느껴지지 않습니다.,2025-01-15
R00097,SP001,U000334,4,무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다. 배터리 사용 시간이 하루 종일 거뜬해서 외출 시 충전 걱정이 없습니다.,2024-12-14
R00313,SP001,U000453,4,성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다. 디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다. 카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다.,2025-04-01
R00975,SP001,U000205,1,외관 마감이 불량해 몇 주 만에 멍이나 스크래치가 생겼습니다. 내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다. 무선 충전 중 발열이 심해 기기 안전이 우려됩니다.,2024-12-20
R00300,SP001,U000023,4,디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다.,2025-04-08
R00278,SP001,U000257,4,디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다. 무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다. 배터리 사용 시간이 하루 종일 거뜬해서 외출 시 충전 걱정이 없습니다.,2024-10-02
R00925,SP001,U000411,1,소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다. 지문 인식 오류가 잦아 비밀번호 입력보다 더 번거롭게 느껴집니다. 배터리 소모가 너무 빨라 하루 종일 사용하기 어려웠습니다. 내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다.,2025-03-16
R00602,SP001,U000323,1,카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다. 외관 마감이 불량해 몇 주 만에 멍이나 스크래치가 생겼습니다. 제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다.,2025-01-13
R00440,SP001,U000344,4,배터리 사용 시간이 하루 종일 거뜬해서 외출 시 충전 걱정이 없습니다. 지문 인식 속도가 매우 빨라 잠금 해제 시간이 거의 느껴지지 않습니다. 카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다.,2024-10-06
R00838,SP001,U000474,2,내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다. 제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다. 배터리 소모가 너무 빨라 하루 종일 사용하기 어려웠습니다. 지문 인식 오류가 잦아 비밀번호 입력보다 더 번거롭게 느껴집니다.,2025-01-22
R00571,SP001,U000234,2,외관 마감이 불량해 몇 주 만에 멍이나 스크래치가 생겼습니다. 앱 전환 시 잦은 렉 현상이 발생해 작업 효율이 떨어집니다.,2024-09-08
R00880,SP001,U000378,2,지문 인식 오류가 잦아 비밀번호 입력보다 더 번거롭게 느껴집니다. 배터리 소모가 너무 빨라 하루 종일 사용하기 어려웠습니다. 카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다.,2025-03-24
R00262,SP001,U000033,5,디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다. 내구성이 좋아 떨어뜨렸음에도 스크래치 하나 없이 견고합니다. 성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다.,2025-01-10
R00579,SP001,U000281,1,카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다. 내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다.,2024-10-02
R00024,SP001,U000189,4,디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다. 내구성이 좋아 떨어뜨렸음에도 스크래치 하나 없이 견고합니다.,2024-09-28
R00031,SP001,U000222,4,성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다. 지문 인식 속도가 매우 빨라 잠금 해제 시간이 거의 느껴지지 않습니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다. 디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다.,2024-10-23
R00618,SP001,U000330,1,제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다. 지문 인식 오류가 잦아 비밀번호 입력보다 더 번거롭게 느껴집니다. 앱 전환 시 잦은 렉 현상이 발생해 작업 효율이 떨어집니다. 디스플레이 색상이 부자연스러워 영상 감상이 불편합니다.,2025-04-17
R00011,SP001,U000326,5,카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다. 스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다. 디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다. 배터리 사용 시간이 하루 종일 거뜬해서 외출 시 충전 걱정이 없습니다.,2025-05-09
R00222,SP001,U000010,4,디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다. 무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다. 스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다.,2024-09-01
R00821,SP001,U000110,2,앱 전환 시 잦은 렉 현상이 발생해 작업 효율이 떨어집니다. 내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다. 무선 충전 중 발열이 심해 기기 안전이 우려됩니다. 소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다.,2025-01-03
R00297,SP001,U000396,5,디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다. 내구성이 좋아 떨어뜨렸음에도 스크래치 하나 없이 견고합니다. 무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다. 성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다.,2025-03-18
R00055,SP001,U000434,5,성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다. 무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다. 스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다.,2024-08-10
R00543,SP001,U000163,1,무선 충전 중 발열이 심해 기기 안전이 우려됩니다. 지문 인식 오류가 잦아 비밀번호 입력보다 더 번거롭게 느껴집니다. 소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다.,2025-03-24
R00210,SP001,U000325,4,스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다. 무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다. 디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다.,2024-06-14
R00605,SP001,U000041,1,무선 충전 중 발열이 심해 기기 안전이 우려됩니다. 제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다. 배터리 소모가 너무 빨라 하루 종일 사용하기 어려웠습니다.,2025-05-22
R00693,SP001,U000014,2,앱 전환 시 잦은 렉 현상이 발생해 작업 효율이 떨어집니다. 내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다. 외관 마감이 불량해 몇 주 만에 멍이나 스크래치가 생겼습니다. 배터리 소모가 너무 빨라 하루 종일 사용하기 어려웠습니다.,2024-09-28
R00663,SP001,U000182,2,앱 전환 시 잦은 렉 현상이 발생해 작업 효율이 떨어집니다. 디스플레이 색상이 부자연스러워 영상 감상이 불편합니다. 외관 마감이 불량해 몇 주 만에 멍이나 스크래치가 생겼습니다. 제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다.,2025-01-25
R00867,SP001,U000104,1,카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다. 외관 마감이 불량해 몇 주 만에 멍이나 스크래치가 생겼습니다.,2025-02-04
R00071,SP001,U000427,4,스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다. 내구성이 좋아 떨어뜨렸음에도 스크래치 하나 없이 견고합니다. 디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다.,2025-05-02
R00544,SP001,U000025,1,무선 충전 중 발열이 심해 기기 안전이 우려됩니다. 디스플레이 색상이 부자연스러워 영상 감상이 불편합니다. 배터리 소모가 너무 빨라 하루 종일 사용하기 어려웠습니다. 소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다.,2024-09-23
R00108,SP001,U000235,4,무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다. 배터리 사용 시간이 하루 종일 거뜬해서 외출 시 충전 걱정이 없습니다. 지문 인식 속도가 매우 빨라 잠금 해제 시간이 거의 느껴지지 않습니다.,2025-03-31
R00494,SP001,U000110,5,배터리 사용 시간이 하루 종일 거뜬해서 외출 시 충전 걱정이 없습니다. 지문 인식 속도가 매우 빨라 잠금 해제 시간이 거의 느껴지지 않습니다. 스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다.,2024-11-03
R00591,SP001,U000045,2,제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다. 무선 충전 중 발열이 심해 기기 안전이 우려됩니다.,2024-10-23
R00742,SP001,U000214,2,디스플레이 색상이 부자연스러워 영상 감상이 불편합니다. 내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다. 외관 마감이 불량해 몇 주 만에 멍이나 스크래치가 생겼습니다.,2025-05-05
R00293,SP001,U000236,5,무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다. 디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다. 디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다.,2024-09-10
R00290,SP001,U000020,5,스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다. 디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다. 카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다.,2024-12-11
R00653,SP001,U000303,1,디스플레이 색상이 부자연스러워 영상 감상이 불편합니다. 내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다.,2024-10-09
R00040,SP001,U000175,5,스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다. 성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다. 디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다. 무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다.,2025-06-02
R00590,SP001,U000283,1,카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다. 지문 인식 오류가 잦아 비밀번호 입력보다 더 번거롭게 느껴집니다. 앱 전환 시 잦은 렉 현상이 발생해 작업 효율이 떨어집니다. 외관 마감이 불량해 몇 주 만에 멍이나 스크래치가 생겼습니다.,2024-12-30
R00308,SP001,U000017,4,디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다. 지문 인식 속도가 매우 빨라 잠금 해제 시간이 거의 느껴지지 않습니다.,2024-11-03
R00680,SP001,U000344,1,카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다. 앱 전환 시 잦은 렉 현상이 발생해 작업 효율이 떨어집니다.,2024-11-25
R00067,SP001,U000250,4,안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다. 지문 인식 속도가 매우 빨라 잠금 해제 시간이 거의 느껴지지 않습니다. 성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다. 디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다.,2024-08-20
R00276,SP001,U000103,4,무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다. 성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다. 디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다.,2024-11-30
R00068,SP001,U000395,5,카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다. 스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다. 성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다.,2025-03-03
R00319,SP001,U000250,4,스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다. 카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다. 성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다. 내구성이 좋아 떨어뜨렸음에도 스크래치 하나 없이 견고합니다.,2024-12-14
R00549,SP001,U000328,1,지문 인식 오류가 잦아 비밀번호 입력보다 더 번거롭게 느껴집니다. 카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다.,2025-01-03
R00999,SP001,U000162,1,앱 전환 시 잦은 렉 현상이 발생해 작업 효율이 떨어집니다. 배터리 소모가 너무 빨라 하루 종일 사용하기 어려웠습니다. 소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다.,2025-04-20
R00715,SP001,U000201,1,무선 충전 중 발열이 심해 기기 안전이 우려됩니다. 디스플레이 색상이 부자연스러워 영상 감상이 불편합니다. 지문 인식 오류가 잦아 비밀번호 입력보다 더 번거롭게 느껴집니다. 제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다.,2024-11-26
R00754,SP001,U000094,2,디스플레이 색상이 부자연스러워 영상 감상이 불편합니다. 앱 전환 시 잦은 렉 현상이 발생해 작업 효율이 떨어집니다. 외관 마감이 불량해 몇 주 만에 멍이나 스크래치가 생겼습니다.,2024-09-26
R00328,SP001,U000255,5,내구성이 좋아 떨어뜨렸음에도 스크래치 하나 없이 견고합니다. 디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다.,2025-05-03
R00383,SP001,U000388,4,무선 충전 기능이 안정적이고 충전 속도도 만족스럽습니다. 성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다. 디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다.,2024-10-30
R00452,SP001,U000046,5,내구성이 좋아 떨어뜨렸음에도 스크래치 하나 없이 견고합니다. 성능이 뛰어나 여러 앱을 동시에 실행해도 버벅임이 전혀 없습니다. 디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다.,2024-10-20
R00523,SP001,U000453,1,앱 전환 시 잦은 렉 현상이 발생해 작업 효율이 떨어집니다. 외관 마감이 불량해 몇 주 만에 멍이나 스크래치가 생겼습니다. 카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다. 제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다.,2024-10-28
R00219,SP001,U000145,4,내구성이 좋아 떨어뜨렸음에도 스크래치 하나 없이 견고합니다. 카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다.,2024-08-26
R00788,SP001,U000273,2,배터리 소모가 너무 빨라 하루 종일 사용하기 어려웠습니다. 내장 스피커가 작고 음질이 탁해 통화 시 상대방 목소리가 잘 들리지 않습니다. 카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다. 무선 충전 중 발열이 심해 기기 안전이 우려됩니다.,2025-04-14
R00437,SP001,U000413,4,스피커 음량이 크고 음질도 깨끗해 멀티미디어 활용에 적합합니다. 카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다. 디스플레이 색 재현력이 우수해 영상 감상 시 몰입도가 높습니다.,2025-02-23
R00765,SP001,U000035,2,배터리 소모가 너무 빨라 하루 종일 사용하기 어려웠습니다. 디스플레이 색상이 부자연스러워 영상 감상이 불편합니다.,2024-08-20
R00089,SP001,U000159,4,배터리 사용 시간이 하루 종일 거뜬해서 외출 시 충전 걱정이 없습니다. 디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다.,2024-08-20
R00064,SP001,U000444,4,카메라 화질이 기대 이상으로 선명하여 사진 촬영이 즐거워졌습니다. 디자인이 세련되고 그립감이 뛰어나 한 손으로 사용하기 편리합니다. 안드로이드 최신 버전으로 업데이트되어 UI가 직관적이고 사용하기 편합니다.,2025-05-26
R00827,SP001,U000293,1,카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다. 제품 무게가 무거워 장시간 사용 시 손목에 부담이 느껴집니다.,2024-12-12
R00717,SP001,U000114,2,카메라 초점이 자주 흔들려 중요한 순간을 놓치는 경우가 많았습니다. 지문 인식 오류가 잦아 비밀번호 입력보다 더 번거롭게 느껴집니다. 배터리 소모가 너무 빨라 하루 종일 사용하기 어려웠습니다. 소프트웨어 업데이트 후 배터리 효율이 크게 저하되었습니다.,2025-01-10
